a	手	扌手
鱮	ybj	魚八臼
詾	ybk	言勹凵
肃	ybl	聿八丨
詊	ybl	言丷丨
尵	ybl	尢貝丨
諊	ybm	言勹米
叡	ybm	又卜目
謴	ybm	言貝母
廹	ybn	廴白乀
頞	ybn	頁宀女
鮟	ybn	魚宀女
额	ybo	页宀口
鲇	ybo	鱼卜口
額	ybo	頁宀口
鮎	ybo	魚卜口
翑	ybo	羽勹口
詀	ybo	言卜口
訽	ybo	言勹口
頕	ybo	頁卜口
鮈	ybo	魚勹口
叛	ybp	又丷丿
诧	ybp	讠宀丿
颅	ybp	页卜尸
鲈	ybp	鱼卜尸
詫	ybp	言宀丿
甮	ybp	用勹丿
頖	ybp	頁丷丿
魩	ybp	魚勹丿
羡	ybq	羊冫欠
謮	ybq	言貝青
鰌	ybq	魚丷酉
鰿	ybq	魚貝青
询	ybr	讠勹日
詢	ybr	言勹日
翧	ybr	羽宀日
諠	ybr	言宀日
鰚	ybr	魚宀日
颠	ybs	页八十
翁	ybs	羽八厶
鲍	ybs	鱼勹巳
颂	ybs	页八厶
翱	ybs	羽白十
讼	ybs	讠八厶
鲼	ybs	鱼贝十
訟	ybs	言八厶
頌	ybs	頁八厶
鮑	ybs	魚勹巳
顛	ybs	頁八十
鱝	ybs	魚貝十
颕	ybs	页匕示
翝	ybs	羽宀厶
誴	ybs	言宀示
頴	ybs	頁匕示
翶	ybs	羽白十
翸	ybs	羽貝十
羵	ybs	羊貝十
鯮	ybs	魚宀示
譔	ybs	言八巳
翼	ybt	羽八田
谊	ybt	讠宀冂
黹	ybt	业丷冂
誼	ybt	言宀冂
谉	ybt	讠宀田
讅	ybt	言宀田
謇	ybu	言宀艹
諆	ybu	言八艹
鲯	ybu	鱼八艹
鯕	ybu	魚八艹
羜	ybv	羊宀乙
詝	ybv	言宀乙
魮	ybv	魚比乙
鳇	ybw	鱼白王
鰉	ybw	魚白王
諻	ybw	言白王
韹	ybw	音白王
甯	ybx	用宀心
谦	yby	讠丷聿
謙	yby	言丷聿
尲	yby	尢丷聿
諩	yby	言丷业
鳒	yby	鱼丷聿
鰦	yby	魚丷幺
鰜	yby	魚丷聿
讟	yby	言貝言
諚	ybz	言宀疋
顁	ybz	頁宀疋
鰘	ybz	魚宀至
譺	ybz	言匕疋
願	ycb	頁厂白
謜	ycb	言厂白
顺	ycd	页川丶
讨	ycd	讠寸丶
討	ycd	言寸丶
順	ycd	頁川丶
詶	ycd	言川丶
頳	ycd	頁赤丶
羥	ycg	羊巛工
誙	ycg	言巛工
顾	ycj	页厂卩
頋	ycj	頁厂卩
譼	yck	言臣竹
训	ycl	讠川丨
訓	ycl	言川丨
頥	ycl	頁臣丨
誫	ycn	言辰乀
诪	ycp	讠寸丿
鳚	ycp	鱼寸尸
鳟	ycq	鱼寸酉
鳜	ycq	鱼厂欠
鱖	ycq	魚厂欠
鱒	ycq	魚寸酉
譐	ycq	言寸酉
翿	ycs	羽寸士
譸	ycs	言寸士
鱄	ycs	魚寸十
鱲	ycs	魚巛鼠
诗	yct	讠寸土
鲻	yct	鱼巛田
詩	yct	言寸土
鱱	ycu	魚厂艹
鲺	ycv	鱼虫乙
鯴	ycv	魚虫乙
廵	ycv	廴巛乙
詤	ycv	言川人
譨	ycw	言辰囗
鰴	ycw	魚彳攵
讆	ycw	言彳韋
讏	ycw	言彳韋
讝	ycw	言厂攵
鲟	ycx	鱼寸彐
鱘	ycx	魚寸彐
羱	ycx	羊厂小
鳋	ycy	鱼虫又
鰠	ycy	魚虫又
譵	ycy	言寸业
讈	ycz	言厂止
誉	ydb	言丶八
颊	ydb	页大丷
颁	ydb	页刀八
翦	ydb	羽刂丷
頒	ydb	頁刀八
讒	ydb	言刀比
羒	ydb	羊刀八
翂	ydb	羽刀八
訜	ydb	言刀八
鲗	ydb	鱼刂貝
頬	ydb	頁大丷
魵	ydb	魚刀八
黺	ydb	业刀八
鰂	ydb	魚刂貝
詹	ydc	言刀厂
谗	ydd	讠刀丶
谫	ydd	讠刀刂
頭	ydd	頁豆丶
讱	ydd	讠刀丶
訒	ydd	言刀丶
鮤	ydd	魚刂歹
謭	ydd	言刀刂
鮸	yde	魚刀儿
羠	ydg	羊大弓
鮧	ydg	魚大弓
音	ydh	音丶一
言	ydh	言丶一
誇	ydh	言大一
訁	ydh	言丶一
誗	ydh	言刂禾
鮬	ydh	魚大一
鯏	ydh	魚刂禾
鯻	ydi	魚刂木
诡	ydj	讠刀卩
谄	ydj	讠刀臼
詭	ydj	言刀卩
諂	ydj	言刀臼
尯	ydj	尢刀卩
頠	ydj	頁刀卩
鮠	ydj	魚刀卩
鯯	ydj	魚刂巾
尤	ydk	尢丶〇
叉	ydk	又丶〇
羍	ydl	羊大丨
肂	ydl	聿歹丨
譇	ydl	言大耂
鲎	ydm	鱼丶冖
美	ydn	羊大乀
羊	ydp	羊丶丿
鱽	ydp	鱼刀丿
翐	ydp	羽大丿
詄	ydp	言大丿
魛	ydp	魚刀丿
詇	ydt	言大冂
诀	ydv	讠大乙
讠	ydv	讠丶乙
訣	ydv	言大乙
頰	ydv	頁大人
魝	ydv	魚刂乙
翜	ydv	羽大人
鳢	ydw	鱼豆囗
註	ydw	言丶王
鱧	ydw	魚豆囗
议	ydx	讠丶乂
诌	ydx	讠刀彐
诤	ydx	讠刀彐
諍	ydx	言刀彐
鳈	yeb	鱼水白
鰁	yeb	魚水白
詠	yed	言水丶
弍	yed	弋二丶
羕	yed	羊水丶
鯄	yed	魚水丶
誂	yee	言儿水
頫	yee	頁儿水
鮡	yee	魚儿水
颒	yeg	页水廾
頮	yeg	頁水廾
弐	yeh	弋二一
鲕	yel	鱼而丨
鮞	yel	魚而丨
诜	yen	讠儿牛
詵	yen	言儿牛
詋	yeo	言儿口
羨	yeq	羊氵欠
誻	yer	言水日
訏	yev	言二乙
鲨	yex	鱼氵小
鯊	yex	魚氵小
鯋	yex	魚氵小
讽	yfd	讠风丶
諷	yfd	言风丶
顳	yff	頁耳耳
讘	yff	言耳耳
響	yfg	音阝艮
鱜	yfg	魚阝艮
诽	yfh	讠非一
鲱	yfh	鱼非一
誹	yfh	言非一
鯡	yfh	魚非一
誀	yfh	言耳一
頣	yfl	頁匚丨
取	yfn	又耳乀
鰋	yfn	魚匚女
颐	yfo	页匚口
頤	yfo	頁匚口
謳	yfo	言匚口
鰸	yfo	魚匚口
访	yfp	讠方丿
鲧	yfp	鱼糸丿
鲂	yfp	鱼方丿
訪	yfp	言方丿
魴	yfp	魚方丿
鯀	yfp	魚糸丿
謠	yfr	言缶肉
翡	yft	羽非√
谤	yft	讠方亠
謗	yft	言方亠
鳑	yft	鱼方亠
鰟	yft	魚方亠
讵	yfv	讠匚乙
詎	yfv	言匚乙
鮔	yfv	魚匚乙
鮿	yfv	魚耳乙
鯲	yfv	魚方人
诓	yfw	讠匚王
誆	yfw	言匚王
讴	yfx	讠匚乂
讔	yfx	言阝心
鲰	yfy	鱼耳又
诹	yfy	讠耳又
颞	yfy	页耳又
叢	yfy	又耳又
諏	yfy	言耳又
鯫	yfy	魚耳又
義	yga	羊戈扌
誐	yga	言戈扌
鱡	ygb	魚戈貝
頸	ygc	頁工巛
謽	ygc	言弓虫
式	ygd	弋工丶
项	ygd	页工丶
顸	ygd	页干丶
項	ygd	頁工丶
頇	ygd	頁干丶
羪	ygd	羊艮丶
誏	ygd	言艮丶
謉	ygd	言鬼丶
顝	ygd	頁骨丶
诫	ygg	讠戈廾
誡	ygg	言戈廾
諓	ygg	言戈戈
鰯	ygg	魚弓弓
羲	ygh	羊戈禾
讧	ygh	讠工一
訌	ygh	言工一
羾	ygh	羽工一
訮	ygh	言廾一
尳	ygh	尢骨一
詌	ygh	言甘一
羢	ygh	羊戈一
魟	ygh	魚工一
肈	ygh	聿戈户
魽	ygh	魚甘一
翯	ygh	羽高一
謞	ygh	言高一
謶	ygh	言广灬
鰝	ygh	魚高一
弑	ygi	弋工木
弒	ygi	弋工木
谶	ygj	讠戈韭
鲫	ygj	鱼艮卩
鯽	ygj	魚艮卩
讖	ygj	言戈韭
鱀	ygj	魚艮旡
讦	ygl	讠干丨
訐	ygl	言干丨
訠	ygl	言弓丨
諽	ygl	言革丨
鱇	ygl	魚广隶
詪	ygn	言艮乀
鰄	ygn	魚戈女
羬	ygo	羊戈口
諴	ygo	言戈口
顑	ygo	頁戈口
鰔	ygo	魚戈口
诚	ygp	讠戈丿
誠	ygp	言戈丿
羛	ygp	羊弓丿
鮄	ygp	魚弓丿
鯎	ygp	魚戈丿
識	ygr	言戈日
頯	ygr	頁廾肉
鯳	ygs	魚广氏
翮	ygt	羽鬲√
颈	ygv	页工乙
诬	ygv	讠工人
羟	ygv	羊工乙
誣	ygv	言工人
誸	ygx	言弓玄
顣	ygx	頁戈小
鳙	ygy	鱼广用
幾	ygy	幺戈幺
譏	ygy	言戈幺
鱅	ygy	魚广用
譧	ygy	言广聿
譍	ygz	言广隹
羻	ygz	羊广夂
让	yhb	讠一卜
评	yhb	讠一丷
颖	yhb	页禾匕
甭	yhb	用一卜
鲆	yhb	鱼一丷
評	yhb	言一丷
鮃	yhb	魚一丷
颎	yhb	页火匕
魾	yhb	魚一卜
鯬	yhb	魚禾勹
甫	yhd	用一丶
羔	yhd	羊灬丶
弌	yhd	弋一丶
犮	yhd	又一丶
魲	yhd	魚户丶
羮	yhd	羊灬大
鱑	yhd	魚黄丶
頹	yhe	頁禾儿
弎	yhe	弋一二
谑	yhf	讠虍匚
謔	yhf	言虍匚
讲	yhg	讠一廾
詽	yhg	言一干
谈	yhh	讠火火
鳅	yhh	鱼禾火
诙	yhh	讠火一
談	yhh	言火火
詼	yhh	言火一
鰍	yhh	魚禾火
顃	yhh	頁火火
顲	yhh	頁火火
颓	yhj	页禾几
諕	yhj	言虍几
頽	yhj	頁禾几
鯱	yhj	魚虍几
顿	yhk	页一凵
頓	yhk	頁一凵
訰	yhk	言一凵
鲀	yhk	鱼一凵
魨	yhk	魚一凵
鱺	yhl	魚一鹿
顅	yhl	頁户月
顱	yhm	頁虍皿
鱸	yhm	魚虍皿
謍	yhm	言火冖
稣	yhn	鱼禾乀
羙	yhn	羊火乀
訸	yhn	言禾乀
龢	yhn	龠禾乀
友	yhp	又一丿
诱	yhp	讠禾丿
页	yhp	页一丿
尢	yhp	尢一丿
頁	yhp	頁一丿
誘	yhp	言禾丿
頺	yhp	頁禾丿
謕	yhp	言虍丿
謼	yhp	言虍丿
譕	yhp	言灬丿
鰞	yhp	魚灬丿
鲠	yhr	鱼一日
鯁	yhr	魚一日
肆	yhs	聿一厶
翩	yht	羽户冂
谝	yht	讠户冂
鳊	yht	鱼户冂
鲡	yht	鱼一冂
諞	yht	言户冂
鯿	yht	魚户冂
謯	yht	言虍冂
讌	yhu	言灬艹
顶	yhv	页一乙
牙	yhv	牙一乙
订	yhv	讠一乙
弋	yhv	弋一乙
訂	yhv	言一乙
頂	yhv	頁一乙
詍	yhv	言一乙
魱	yhv	魚一乙
顽	yhw	页一兀
頑	yhw	頁一兀
魭	yhw	魚一兀
鰬	yhw	魚一兀
讜	yhx	言黑小
謻	yhx	言禾夕
羹	yhy	羊灬羊
燮	yhy	又火言
諬	yhy	言禾尢
謆	yhy	言户羽
譃	yhy	言虍业
鱋	yhy	魚虍业
谯	yhz	讠灬隹
顧	yhz	頁户隹
譙	yhz	言灬隹
鯚	yhz	魚禾子
顦	yhz	頁灬隹
鱳	yib	魚木白
訹	yid	言木丶
谋	yig	讠木甘
謀	yig	言木甘
谍	yih	讠木一
鲽	yih	鱼木一
諜	yih	言木一
鰈	yih	魚木一
翉	yih	羽木一
鮇	yih	魚木一
諃	yii	言木木
鰇	yim	魚木矛
谏	yio	讠木口
諫	yio	言木口
誎	yio	言木口
頼	yio	頁木口
鰊	yio	魚木口
譟	yio	言木口
鱢	yio	魚木口
诛	yip	讠木丿
誅	yip	言木丿
尮	yip	尢木丿
鮢	yip	魚木丿
諌	yir	言木日
鯟	yir	魚木日
颗	yit	页木田
课	yit	讠木田
課	yit	言木田
顆	yit	頁木田
誺	yiv	言木人
顂	yiv	頁木人
鯠	yiv	魚木人
謋	yix	言木夕
颡	yiy	页木又
顙	yiy	頁木又
鲦	yiz	鱼木夂
譽	yjb	言臼八
诉	yjd	讠斤丶
颀	yjd	页斤丶
訴	yjd	言斤丶
頎	yjd	頁斤丶
訉	yjd	言几丶
顉	yjd	頁金丶
鲵	yje	鱼臼儿
鯢	yje	魚臼儿
誽	yje	言臼儿
韴	yjh	音巾一
魳	yjh	魚巾一
谛	yjl	讠巾立
叟	yjl	又臼丨
諦	yjl	言巾立
訢	yjl	言斤丨
鱟	yjm	魚臼冖
鮣	yjp	魚卩丿
鰤	yjp	魚巾丿
叝	yjs	又卩厶
记	yjv	讠己乙
讥	yjv	讠几乙
谀	yjv	讠臼人
記	yjv	言己乙
鱾	yjv	鱼己乙
魢	yjv	魚己乙
誢	yjv	言見乙
鯑	yjx	魚巾乂
鯞	yjx	魚巾彐
鳤	ykb	鱼竹宀
顄	yke	頁凵水
鱵	ykg	魚竹戈
诎	ykk	讠凵凵
詘	ykk	言凵凵
韷	ykk	音凵凵
譗	yko	言竹口
讻	ykx	讠凵乂
訩	ykx	言凵乂
謄	ylb	言月丷
鮱	ylb	魚耂匕
鰧	ylb	魚月丷
頛	yld	頁耒丶
鳓	ylg	鱼力革
鰳	ylg	魚力革
鰖	ylg	魚月工
鲤	ylh	鱼里一
鲔	ylh	鱼月一
鯉	ylh	魚里一
鮪	ylh	魚月一
翋	ylh	羽立一
詟	ylh	言龙一
詴	ylh	言月一
讋	ylh	言龍一
业	yll	业丨丨
羘	yll	羊月丨
诔	yln	讠耒乀
誄	yln	言耒乀
翀	ylo	羽丨口
訲	ylo	言丨口
鰗	ylo	魚月口
幼	ylp	幺力丿
诸	ylr	讠耂日
翥	ylr	羽耂日
諸	ylr	言耂日
鰭	ylr	魚耂日
訷	ylr	言丨日
鯺	ylr	魚耂日
鱆	ylr	魚立日
謿	yls	言月十
顡	yls	頁立豕
谓	ylt	讠月田
谪	ylt	讠立冂
謂	ylt	言月田
謫	ylt	言立冂
謪	ylt	言立冂
収	ylv	又丨乙
訆	ylv	言丨乙
鲓	ylv	鱼耂乙
鮳	ylv	魚耂乙
誵	ylx	言月乂
谞	ylz	讠月疋
誟	ylz	言耂子
諝	ylz	言月疋
谥	ymb	讠皿丷
謚	ymb	言皿丷
諡	ymb	言皿八
诨	ymc	讠冖车
諢	ymc	言冖車
尷	ymc	尢皿臣
翚	ymc	羽冖车
翬	ymc	羽冖車
顐	ymc	頁冖車
鯶	ymc	魚冖車
頪	ymd	頁米丶
鰢	ymd	魚馬丶
訦	yme	言冖儿
魫	yme	魚冖儿
颣	ymf	页米糸
叠	ymh	又冖一
訚	ymh	言门一
誾	ymh	言門一
谰	ymi	讠门木
讕	ymi	言門木
讇	ymj	言門臼
尴	ymk	尢皿竹
譋	yml	言門月
詸	ymn	言米乀
诲	ymp	讠母丿
誨	ymp	言母丿
類	ymq	頁米犬
鰪	yms	魚皿厶
谲	ymt	讠矛冂
譎	ymt	言矛冂
鱊	ymt	魚矛冂
魹	ymv	魚毛乙
譝	ymv	言黽乙
鱦	ymv	魚黽乙
鰮	ymw	魚皿囗
鳞	ymx	鱼米夕
谧	ymx	讠皿心
鱗	ymx	魚米夕
謐	ymx	言皿心
翷	ymx	羽米夕
鯭	ymz	魚皿子
翵	ynd	羽鳥丶
诿	ynh	讠女禾
諉	ynh	言女禾
鯘	ynh	魚女禾
翣	ynl	羽女立
鯜	ynl	魚女立
謱	yns	言女十
詉	yny	言女又
识	yob	讠口八
韻	yob	音口貝
误	yod	讠口大
诏	yod	讠口刀
韶	yod	音口刀
誤	yod	言口大
詔	yod	言口刀
鮉	yod	魚口刀
諿	yof	言口耳
语	yoh	讠口一
诃	yoh	讠口一
語	yoh	言口一
訶	yoh	言口一
諤	yoh	言口一
顎	yoh	頁口一
鲄	yoh	鱼口一
魺	yoh	魚口一
鯃	yoh	魚口一
鰐	yoh	魚口一
诰	yon	讠口牛
誥	yon	言口牛
頶	yon	頁口牛
鯌	yon	魚口牛
鳄	yoo	鱼口口
颚	yoo	页口口
谔	yoo	讠口口
謌	yoo	言口口
诟	yop	讠口丿
詬	yop	言口丿
鲘	yop	鱼口丿
鮜	yop	魚口丿
谘	yoq	讠口欠
諮	yoq	言口欠
颉	yos	页口士
诘	yos	讠口士
诂	yos	讠口十
诒	yos	讠口厶
鲒	yos	鱼口士
鲐	yos	鱼口厶
詁	yos	言口十
詒	yos	言口厶
詰	yos	言口士
頡	yos	頁口士
鮐	yos	魚口厶
鮚	yos	魚口士
翓	yos	羽口士
鮕	yos	魚口十
譆	yos	言口士
鱚	yos	魚口士
翤	yot	羽口冂
譂	yot	言口田
鱓	yot	魚口田
词	yov	讠口乙
颔	yov	页口人
詞	yov	言口乙
頜	yov	頁口人
頷	yov	頁口人
翖	yov	羽口人
誝	yov	言口人
鮯	yov	魚口人
群	yox	羊口彐
詺	yox	言口夕
羣	yox	羊口彐
鲪	yox	鱼口彐
頵	yox	頁口彐
鮶	yox	魚口彐
鳝	yoy	鱼口羊
鱔	yoy	魚口羊
詻	yoz	言口夂
頟	yoz	頁口夂
鮥	yoz	魚口夂
鯦	yoz	魚口夂
鳉	ypc	鱼丬寸
鱂	ypc	魚爿寸
頗	ypd	頁皮丶
尨	ypd	尢丿丶
訙	ypd	言丿丶
訞	ypd	言丿大
翳	ypf	羽殳匚
譭	ypg	言殳工
叐	yph	又丿一
讬	yph	讠丿一
託	yph	言丿一
魠	yph	魚丿一
鮖	yph	魚石一
誳	ypk	言尸凵
诈	ypl	讠丿丨
詐	ypl	言丿丨
甪	ypl	用丿丨
尰	ypl	尢丿里
鲊	ypl	鱼丿丨
鮓	ypl	魚丿丨
諥	ypl	言丿里
设	ypn	讠殳乀
龠	ypn	龠丿乀
設	ypn	言殳乀
诐	ypn	讠皮乀
羑	ypn	羊丿乀
羖	ypn	羊殳乀
訳	ypn	言尸乀
翍	ypn	羽皮乀
詖	ypn	言皮乀
鲏	ypn	鱼皮乀
魥	ypn	魚丿乀
鮍	ypn	魚皮乀
反	ypp	又丿丿
肅	ypp	聿片片
頧	ypp	頁丿尸
许	yps	讠丿十
廷	yps	廴丿士
謦	yps	言殳士
許	yps	言丿十
叞	yps	又尸示
諈	yps	言丿士
顊	yps	頁丿十
韾	yps	音殳士
譑	ypt	言丿冂
鱎	ypt	魚丿冂
用	ypv	用丿乙
鱼	ypv	鱼丿乙
魚	ypv	魚丿乙
訄	ypv	言丿乙
訅	ypv	言丿乙
叚	ypv	又尸乙
頄	ypv	頁丿乙
魸	ypv	魚片乙
謘	ypx	言尸辛
延	ypz	廴丿止
请	yqh	讠青一
鲭	yqh	鱼青一
請	yqh	言青一
鯖	yqh	魚青一
讞	yqh	言犬虍
鯂	yqh	魚酉一
諘	yqk	言青衣
鲚	yql	鱼齐丨
鱭	yql	魚齊丨
龡	yqn	龠欠乀
谳	yqs	讠犬十
韽	yqv	音酉人
诳	yqw	讠犬王
誑	yqw	言犬王
谱	yrb	讠日丷
诣	yrb	讠日匕
鲲	yrb	鱼日比
羯	yrb	羊日勹
谒	yrb	讠日勹
詣	yrb	言日匕
譜	yrb	言日丷
謁	yrb	言日勹
鯤	yrb	魚日比
諹	yrb	言日勹
謈	yrb	言日八
鮨	yrb	魚日匕
鯣	yrb	魚日勹
譄	yrb	言日丷
鰑	yrb	魚日勹
鱛	yrb	魚日丷
鲥	yrc	鱼日寸
鰣	yrc	魚日寸
譛	yrd	言日大
鰆	yrd	魚日大
颥	yre	页雨而
顬	yre	頁雨而
羺	yre	羊雨而
譳	yre	言雨而
鱬	yre	魚雨而
鲁	yrh	鱼日一
顯	yrh	頁日一
詚	yrh	言日一
謣	yrh	言雨一
谮	yrj	讠日旡
譖	yrj	言日旡
鳍	yrl	鱼日耂
鱪	yrl	魚日耂
鳁	yrm	鱼日皿
鰛	yrm	魚日皿
魞	yrn	魚入乀
詧	yrn	言肉乀
鲳	yrr	鱼日日
鯧	yrr	魚日日
誯	yrr	言日日
諙	yrs	言日氏
謃	yrs	言日生
鯹	yrs	魚日生
颢	yrt	页日亠
顥	yrt	頁日亠
鱩	yrt	魚雨田
諎	yru	言日艹
鰽	yru	魚日艹
譮	yrv	言日人
鱠	yrv	魚日人
鳕	yrx	鱼雨彐
鱈	yrx	魚雨彐
鱨	yrx	魚日小
鳗	yry	鱼日又
谩	yry	讠日又
鳎	yry	鱼日羽
謾	yry	言日又
鰨	yry	魚日羽
鰻	yry	魚日又
顕	yry	頁日业
题	yrz	页日疋
題	yrz	頁日疋
翨	yrz	羽日疋
諟	yrz	言日疋
鳀	yrz	鱼日疋
鯷	yrz	魚日疋
讀	ysb	言士貝
謓	ysb	言十八
鰶	ysb	魚示八
鱶	ysb	魚食丷
谢	ysc	讠身寸
謝	ysc	言身寸
须	ysd	页彡丶
读	ysd	讠十大
诋	ysd	讠氏丶
诼	ysd	讠豕丶
羝	ysd	羊氏丶
須	ysd	頁彡丶
詆	ysd	言氏丶
諑	ysd	言豕丶
羗	ysd	羊厶丶
顗	ysd	頁山豆
鱌	ysd	魚豕刀
颛	yse	页山而
顓	yse	頁山而
鰥	yse	魚罒水
読	yse	言士儿
諯	yse	言山而
话	ysh	讠舌一
詈	ysh	言罒一
羰	ysh	羊山火
話	ysh	言舌一
翃	ysh	羽厶一
訔	ysh	言山一
頢	ysh	頁舌一
鮏	ysh	魚生一
翾	ysk	羽罒衣
譞	ysk	言罒衣
鱞	ysk	魚罒衣
计	ysl	讠十丨
颜	ysl	页彡立
讪	ysl	讠山丨
谚	ysl	讠彡立
計	ysl	言十丨
諺	ysl	言彡立
顏	ysl	頁彡立
訕	ysl	言山丨
羓	ysl	羊巳丨
鲃	ysl	鱼巳丨
顔	ysl	頁彡立
鱰	ysl	魚罒耂
叓	yso	又十口
羏	ysp	羊彡丿
翆	ysp	羽十丿
諀	ysp	言十丿
鯓	ysp	魚身丿
翰	ysr	羽十日
诶	yss	讠矢厶
誒	yss	言矢厶
鲹	yss	鱼彡厶
謲	yss	言彡厶
鯵	yss	魚彡厶
鰺	yss	魚彡厶
翠	yst	羽十亠
谇	yst	讠十亠
譯	yst	言罒土
誶	yst	言十亠
詓	yst	言厶土
魼	yst	魚厶土
諵	yst	言十冂
顇	yst	頁十亠
鰰	yst	魚礻田
譹	yst	言豕亠
讗	yst	言山冂
诊	ysv	讠彡人
診	ysv	言彡人
翏	ysv	羽彡人
鳏	ysx	鱼罒小
翙	ysx	羽山夕
詜	ysy	言山又
颦	ysz	页十止
变	ytb	又亠八
誷	ytb	言冂丷
翻	ytc	羽田采
鯔	ytc	魚田巛
鰹	ytc	魚土臣
鯍	ytc	魚亠川
羳	ytc	羊田采
譒	ytc	言田采
鱕	ytc	魚田采
鰡	ytd	魚田刀
鲛	ytf	鱼亠父
鮫	ytf	魚亠父
詨	ytf	言亠父
頝	ytf	頁亠父
诅	yth	讠冂一
詛	yth	言冂一
颃	ytj	页亠几
頏	ytj	頁亠几
魧	ytj	魚亠几
讓	ytk	言亠衣
鳂	ytk	鱼田衣
鰃	ytk	魚田衣
譲	ytk	言亠衣
廸	ytl	廴田丨
翈	ytl	羽田丨
鲉	ytl	鱼田丨
頔	ytl	頁田丨
魻	ytl	魚田丨
鮋	ytl	魚田丨
调	yto	讠冂口
鲷	yto	鱼冂口
調	yto	言冂口
鯛	yto	魚冂口
诇	yto	讠冂口
詗	yto	言冂口
詷	yto	言冂口
翢	yto	羽冂口
鲖	yto	鱼冂口
諣	yto	言冂口
諨	yto	言田口
諪	yto	言亠口
鲾	yto	鱼田口
鮦	yto	魚冂口
鰏	yto	魚田口
謺	ytp	言土丿
颤	ytr	页亠日
顫	ytr	頁亠日
羶	ytr	羊亠日
譠	ytr	言亠日
鳣	ytr	鱼亠日
鱣	ytr	魚亠日
鲑	ytt	鱼土土
诖	ytt	讠土土
詿	ytt	言土土
鮭	ytt	魚土土
颙	ytt	页田冂
謧	ytt	言亠冂
顒	ytt	頁田冂
鯥	ytt	魚土土
鰅	ytt	魚田冂
讄	ytt	言田田
講	ytu	言土艹
该	ytv	讠亠人
讷	ytv	讠冂人
颏	ytv	页亠人
該	ytv	言亠人
訥	ytv	言冂人
頦	ytv	頁亠人
魶	ytv	魚冂人
就	ytx	尢亠小
谅	ytx	讠亠小
鲸	ytx	鱼亠小
諒	ytx	言亠小
鯨	ytx	魚亠小
翞	ytx	羽亠小
譡	ytx	言田小
鲣	yty	鱼土又
頚	yty	頁土又
谆	ytz	讠亠子
谡	ytz	讠田夂
諄	ytz	言亠子
謖	ytz	言田夂
鯙	ytz	魚亠子
謅	yub	言艸勹
諅	yub	言艹八
谎	yuc	讠艹川
謊	yuc	言艹川
谟	yud	讠艹大
謨	yud	言艹大
韺	yud	音艹大
谌	yuf	讠艹匚
諶	yuf	言艹匚
鱴	yug	魚艹戈
诺	yuo	讠艹口
諾	yuo	言艹口
鰙	yuo	魚艹口
謩	yur	言艹日
譪	yur	言艹日
譁	yus	言艹十
讛	yus	言艹厶
谨	yut	讠艹土
颟	yut	页艹冂
謹	yut	言艹土
顢	yut	頁艹冂
顜	yut	頁艹冂
誮	yuv	言艹亻
顭	yux	頁艹夕
護	yuy	言艹又
鳠	yuy	鱼艹又
頀	yuy	音艹又
鱯	yuy	魚艹又
颧	yuz	页艹隹
顴	yuz	頁艹隹
讙	yuz	言艹隹
鱹	yuz	魚艹隹
论	yvb	讠人匕
讹	yvb	讠亻匕
訛	yvb	言亻匕
魤	yvb	魚亻比
鲋	yvc	鱼亻寸
鮒	yvc	魚亻寸
詂	yvc	言亻寸
发	yvd	又乙丶
领	yvd	页人丶
羽	yvd	羽乙丶
翎	yvd	羽人丶
甬	yvd	用乙丶
羚	yvd	羊人丶
領	yvd	頁人丶
詅	yvd	言人丶
魿	yvd	魚人丶
顷	yvh	页乙一
聿	yvh	聿乙一
肀	yvh	聿乙一
頃	yvh	頁乙一
叏	yvh	又乙一
鲙	yvh	鱼人一
鯾	yvh	魚亻一
叙	yvi	又人木
鰷	yvi	魚亻木
鮴	yvi	魚亻木
鮽	yvi	魚人木
諛	yvj	言人臼
幻	yvk	幺乙〇
甩	yvk	用乙〇
谕	yvl	讠人月
諭	yvl	言人月
羭	yvl	羊人月
又	yvn	又乙乀
认	yvn	讠人乀
廴	yvn	廴乙乀
訯	yvn	言乙乀
魜	yvn	魚人乀
颌	yvo	页人口
翕	yvo	羽人口
詥	yvo	言人口
諐	yvo	言亻口
謒	yvo	言人口
尬	yvp	尢人丿
讫	yvp	讠乙丿
訖	yvp	言乙丿
魪	yvp	魚人丿
鮲	yvq	魚亻犬
讯	yvs	讠乙十
訊	yvs	言乙十
翭	yvs	羽亻矢
鯸	yvs	魚亻矢
羞	yvt	羊乙土
論	yvt	言人冂
鯩	yvt	魚人冂
讑	yvt	言人冂
预	yvv	页乙乙
幺	yvv	幺乙乙
預	yvv	頁乙乙
訑	yvv	言乙乙
訡	yvv	言人乙
魣	yvv	魚乙乙
羷	yvv	羊人人
譣	yvv	言人人
顩	yvv	頁人人
诠	yvw	讠人王
詮	yvw	言人王
鮘	yvy	魚亻弋
翛	yvz	羽亻夂
鯈	yvz	魚亻夂
鳖	ywb	鱼攵丷
鱉	ywb	魚攵丷
顼	ywd	页王丶
頊	ywd	頁王丶
訵	ywe	言囗儿
譀	ywf	言攵耳
譥	ywf	言攵方
譤	ywf	言攵方
肇	ywh	聿攵户
尪	ywh	尢王一
讳	ywl	讠韦丨
諱	ywl	言韋丨
廽	ywl	廴囗丨
鳘	ywm	鱼攵母
鰵	ywm	魚攵母
魰	ywn	魚文乀
鲴	ywo	鱼囗口
